App Name,API Product,Environments,API Proxy
BDOPay2-Swiftpass-PREPROD,BDOPay2-Swiftpass-PREPROD,"int-preprod-1,int-preprod-2",VoidAuthorization-SP-V1
BDOPay2-Swiftpass-PREPROD,BDOPay2-Swiftpass-PREPROD,"int-preprod-1,int-preprod-2",CASANotification-SP-V1
BDOPay2-Backbase-PREPROD,BDOPay2-Backbase-PREPROD,"int-preprod-1,int-preprod-2",TransactionStatusCPQRAndVoid-BB-V1
Evolution-PBSYS,BDO-Evolution-Mapper-PB-PREPROD,int-preprod-2,Enterprise-EvolutionMapper-V1-PB
Evolution-PBSYS,BDO-Evolution-Mapper-PB-PREPROD,int-preprod-2,Enterprise-EvolutionMapper-V1-PB
Evolution-PBSYS,BDO-Evolution-Mapper-PB,int-prod-4,Enterprise-EvolutionMapper-V1-PB
Evolution-PBSYS,BDO-Evolution-Mapper-PB,int-prod-4,Enterprise-EvolutionMapper-V1-PB
CMS-ePayments-Corporate-Internal-App,CMS-ePayments-Corporate-Internal-Product,"int-prod-1,int-prod-3",Corporate-CMS_ePayments_Corp-Password_Encryption-V1
CMS-ePayments-Corporate-Internal-App,CMS-ePayments-Corporate-Internal-Product,"int-prod-1,int-prod-3",TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
eSOA-CCM-SMS,CCM-UNIFIED-v1,int-prod-1,TBG-CMS_Mobile-CCM_Phase_2_BAPI-V1
eSOA-CCM-SMS,CCM-UNIFIED-v1,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
eSOA-CCM-SMS,CCM-Email-v1,int-prod-1,TBG-CMS_Mobile-CCM_Phase_2_BAPI-V1
eSOA-CCM-SMS,CCM-Email-v1,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Evolution-POSDrive-cardPin,Evolution-PartyDetails,int-prod-3,Signature-Evolution-Party-Details-V1
CCM-FraudMessagingInterface,CCM-UNIFIED-v1,int-prod-1,TBG-CMS_Mobile-CCM_Phase_2_BAPI-V1
CCM-FraudMessagingInterface,CCM-UNIFIED-v1,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Evolution-SBS,BDO-Evolution-Product,int-prod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-SBS,BDO-Evolution-Product,int-prod-1,Evolution-hoststatus
Evolution-SBS,BDO-Evolution-Product-PreProd,int-preprod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-SBS,BDO-Evolution-Product-PreProd,int-preprod-1,Evolution-hoststatus
CMS-ePayments-Shakeys-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Authorize-V1
CMS-ePayments-Shakeys-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-CMS_BillPaymentInquiry-V1
CMS-ePayments-Shakeys-App,CMS-ePayments-Merchant-Product,int-prod-1,CMS-DataValidate-v1
CMS-ePayments-Shakeys-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Telephony-Internal,Telephony API-PROD,"int-prod-1,int-prod-3",telephony_creditcards_rewards
Telephony-Internal,Telephony API-PROD,"int-prod-1,int-prod-3",Telephony_Cash_Card-V1
Telephony-Internal,Telephony API-PROD,"int-prod-1,int-prod-3",TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Platform-App,Platform-Product,"int-preprod-1,int-preprod-2,int-prod-1,int-prod-2,int-prod-3,int-prod-4,int-prod-hybrid-1,int-prod-hybrid-2",Platfrom-Int-Pre-Prod-1-Proxy-v1
Platform-App,Platform-Product,"int-preprod-1,int-preprod-2,int-prod-1,int-prod-2,int-prod-3,int-prod-4,int-prod-hybrid-1,int-prod-hybrid-2",Platfrom-Int-Pre-Prod-2-Proxy-v1
Platform-App,Platform-Product,"int-preprod-1,int-preprod-2,int-prod-1,int-prod-2,int-prod-3,int-prod-4,int-prod-hybrid-1,int-prod-hybrid-2",Platfrom-Int-Prod-1-Proxy-v1
Platform-App,Platform-Product,"int-preprod-1,int-preprod-2,int-prod-1,int-prod-2,int-prod-3,int-prod-4,int-prod-hybrid-1,int-prod-hybrid-2",Platfrom-Int-Prod-2-Proxy-v1
Platform-App,Platform-Product,"int-preprod-1,int-preprod-2,int-prod-1,int-prod-2,int-prod-3,int-prod-4,int-prod-hybrid-1,int-prod-hybrid-2",Platfrom-Int-Prod-3-Proxy-v1
Platform-App,Platform-Product,"int-preprod-1,int-preprod-2,int-prod-1,int-prod-2,int-prod-3,int-prod-4,int-prod-hybrid-1,int-prod-hybrid-2",Platfrom-Int-Prod-4-Proxy-v1
Platform-App,Platform-Product,"int-preprod-1,int-preprod-2,int-prod-1,int-prod-2,int-prod-3,int-prod-4,int-prod-hybrid-1,int-prod-hybrid-2",Platfrom-Int-Prod-hybrid-1-Proxy-v1
Platform-App,Platform-Product,"int-preprod-1,int-preprod-2,int-prod-1,int-prod-2,int-prod-3,int-prod-4,int-prod-hybrid-1,int-prod-hybrid-2",Platfrom-Int-Prod-hybrid-2-Proxy-v1
CMS-ePayments-Maya-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Authorize-V1
CMS-ePayments-Maya-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-CMS_BillPaymentInquiry-V1
CMS-ePayments-Maya-App,CMS-ePayments-Merchant-Product,int-prod-1,CMS-DataValidate-v1
CMS-ePayments-Maya-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
CorpWeb-CCM-App,CCM-UNIFIED-v1,int-prod-1,TBG-CMS_Mobile-CCM_Phase_2_BAPI-V1
CorpWeb-CCM-App,CCM-UNIFIED-v1,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
IBG-Mediation-App,CreditLens-Product,"int-preprod-1,int-prod-1,int-prod-2",Enterprise-CreditLens-V1
CCM-BCS,CCM-UNIFIED-v1,int-prod-1,TBG-CMS_Mobile-CCM_Phase_2_BAPI-V1
CCM-BCS,CCM-UNIFIED-v1,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Evolution-AOWorkbench,BDO-Evolution-Product-PreProd,int-preprod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-AOWorkbench,BDO-Evolution-Product-PreProd,int-preprod-1,Evolution-hoststatus
Evolution-AOWorkbench,BDO-Evolution-Product,int-prod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-AOWorkbench,BDO-Evolution-Product,int-prod-1,Evolution-hoststatus
BRS-Replacement,BRS-CCM-Unified-v1,"int-preprod-1,int-prod-hybrid-1",Retail-BRS_R-CCM_Phase2_BAPI-V1
BRS-Replacement,BRS-CCM-SMS-v1,"int-preprod-1,int-prod-hybrid-1",Retail-BRS_R-CCM_Phase2_BAPI-V1
BRS-Replacement,BRS-CCM-SMS-v1,"int-preprod-1,int-prod-hybrid-1",Retail-BRS_R-ApiBanking_Login-V1
BRS-Replacement,BRS-Replacement-Product,"int-preprod-1,int-prod-hybrid-1",Retail-BRS_R-ApiBanking_Login-V1
BRS-Replacement,BRS-Replacement-Product,"int-preprod-1,int-prod-hybrid-1",Retail-BRS_R-Bridger-V1
BRS-Replacement,BRS-Replacement-Product,"int-preprod-1,int-prod-hybrid-1",Retail-BRS_R-Carnelian_RDC-V1
BRS-Replacement,BRS-Replacement-Product,"int-preprod-1,int-prod-hybrid-1",Retail-BRS_R-Fin_Engine-V1
